PMID 	 FT_ID 	 PUBYEAR 	 PUB_DATE 	 RESEARCH_ARTICLE_YES_NO 	 AVAILABILITY_STATUS 	 FIRST_PUBLISH_DATE
26006019 	 PMC4520747 	 2015 	 01/08/2015 	 Y 	 O 	 2015-06-01 00:00:00
38575119 	 PMC10994692 	 2024 	 01/04/2024 	 Y 	 O 	 2024-04-01 00:00:00
25992740 	 PMC4542456 	 2015 	 01/05/2015 	 Y 	 O 	 2015-05-04 00:00:00
26953121 	 PMC4782170 	 2016 	 01/03/2016 	 Y 	 O 	 2016-03-08 00:00:00
26949294 	 PMC4762968 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-01 00:00:00
26949319 	 PMC4762962 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-01 00:00:00
26973935 	 PMC4768547 	 2014 	 01/04/2014 	 Y 	 O 	 2014-04-01 00:00:00
26973966 	 PMC4768528 	 2015 	 01/11/2015 	 Y 	 O 	 2015-11-30 00:00:00
26949580 	 PMC4760752 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-12 00:00:00
26015926 	 PMC4434441 	 2015 	 01/01/2015 	 Y 	 O 	 2015-05-11 00:00:00
26973670 	 PMC4777737 	 2016 	 01/01/2016 	 Y 	 O 	 2016-03-04 00:00:00
26973826 	 PMC4770869 	 2016 	 01/01/2016 	 Y 	 O 	 2016-02-29 00:00:00
26973824 	 PMC4776077 	 2016 	 01/01/2016 	 Y 	 O 	 2016-03-03 00:00:00
26402668 	 PMC4613334 	 2015 	 01/09/2015 	 Y 	 O 	 2015-09-21 00:00:00
26973900 	 PMC4768574 	 2013 	 01/04/2013 	 Y 	 O 	 2013-04-18 00:00:00
26508413 	 PMC4623746 	 2015 	 01/10/2015 	 Y 	 O 	 2015-10-28 00:00:00
26973909 	 PMC4768583 	 2013 	 01/04/2013 	 Y 	 O 	 2013-04-01 00:00:00
26973906 	 PMC4768580 	 2013 	 01/04/2013 	 Y 	 O 	 2013-04-01 00:00:00
28270738 	 PMC5320296 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-08 00:00:00
28057032 	 PMC5217554 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
8340256 	 PMC5919327 	 1993 	 01/06/1993 	 Y 	 O 	 1993-06-01 00:00:00
26977396 	 PMC4770275 	 2016 	 01/03/2016 	 Y 	 O 	 2016-01-22 00:00:00
26977256 	 PMC4780236 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-31 00:00:00
26945409 	 PMC4782893 	 2016 	 01/03/2016 	 Y 	 O 	 2016-03-01 00:00:00
26944258 	 PMC4779242 	 2016 	 01/03/2016 	 Y 	 O 	 2016-03-04 00:00:00
26949482 	 PMC4769893 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-23 00:00:00
27182319 	 PMC4738910 	 2009 	 01/01/2009 	 Y 	 O 	 2009-10-15 00:00:00
27182333 	 PMC4738894 	 2010 	 01/01/2010 	 Y 	 O 	 2010-07-15 00:00:00
27182341 	 PMC4738890 	 2010 	 01/01/2010 	 Y 	 O 	 2010-07-15 00:00:00
27182342 	 PMC4738891 	 2010 	 01/01/2010 	 Y 	 O 	 2010-07-15 00:00:00
25997696 	 PMC4650604 	 2015 	 01/05/2015 	 Y 	 O 	 2015-05-22 00:00:00
26020724 	 PMC4603703 	 2015 	 01/05/2015 	 Y 	 O 	 2015-05-28 00:00:00
28028394 	 PMC5175502 	 2016 	 01/12/2016 	 Y 	 O 	 2016-11-15 00:00:00
28028410 	 PMC5175518 	 2016 	 01/12/2016 	 Y 	 O 	 2016-11-30 00:00:00
28024138 	 PMC5207010 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-26 00:00:00
28050846 	 PMC5209317 	 2017 	 01/12/2017 	 Y 	 O 	 2017-01-03 00:00:00
28090490 	 PMC5234236 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-23 00:00:00
28090406 	 PMC5231911 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28091523 	 PMC5238392 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-16 00:00:00
28091555 	 PMC5238379 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-16 00:00:00
28091590 	 PMC5238420 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-16 00:00:00
28092094 	 PMC5237633 	 2017 	 01/12/2017 	 Y 	 O 	 2017-01-16 00:00:00
28029378 	 PMC5214842 	 2017 	 01/01/2017 	 Y 	 O 	 2016-10-28 00:00:00
28025556 	 PMC5371889 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-23 00:00:00
28025505 	 PMC5374367 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-22 00:00:00
28025609 	 PMC5169082 	 2016 	 01/01/2016 	 Y 	 O 	 2016-12-15 00:00:00
28051280 	 PMC5209930 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-01 00:00:00
28050203 	 PMC5205531 	 2017 	 01/01/2017 	 Y 	 O 	 2016-08-16 00:00:00
28049986 	 PMC5313434 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28050056 	 PMC5198870 	 2016 	 01/09/2016 	 Y 	 O 	 2016-09-01 00:00:00
28029116 	 PMC5297660 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-24 00:00:00
28029129 	 PMC5308237 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-24 00:00:00
28029715 	 PMC5347943 	 2017 	 01/03/2017 	 Y 	 O 	 2016-12-28 00:00:00
27198562 	 PMC5315012 	 2016 	 01/06/2016 	 Y 	 O 	 2016-06-01 00:00:00
28269778 	 PMC5366251 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28177047 	 PMC5293122 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-01 00:00:00
28045209 	 PMC5324693 	 2017 	 01/03/2017 	 Y 	 O 	 2017-01-03 00:00:00
28045087 	 PMC5206677 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28045096 	 PMC5206669 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28045126 	 PMC5206746 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28270342 	 PMC5339364 	 2017 	 01/01/2017 	 Y 	 O 	 2016-10-20 00:00:00
28042460 	 PMC5131395 	 2016 	 01/10/2016 	 Y 	 O 	 2016-06-27 00:00:00
28267757 	 PMC5340349 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-07 00:00:00
28045431 	 PMC5297711 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28045436 	 PMC5295058 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
27221645 	 PMC5304918 	 2016 	 01/09/2016 	 Y 	 O 	 2016-05-21 00:00:00
28270169 	 PMC5341415 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-07 00:00:00
28270184 	 PMC5341347 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-07 00:00:00
28270205 	 PMC5341464 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-07 00:00:00
28034973 	 PMC5914368 	 2017 	 01/10/2017 	 Y 	 O 	 2017-10-01 00:00:00
28036053 	 PMC5295275 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-28 00:00:00
28174586 	 PMC5259735 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-24 00:00:00
28174573 	 PMC5258710 	 2016 	 01/01/2016 	 Y 	 O 	 2017-01-24 00:00:00
28173847 	 PMC5297050 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-07 00:00:00
28038463 	 PMC5354774 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-01 00:00:00
28049493 	 PMC5209846 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28049436 	 PMC5209871 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28049523 	 PMC5209945 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28049536 	 PMC5209802 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28173689 	 PMC5327680 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28039468 	 PMC5352406 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28039518 	 PMC5241338 	 2017 	 01/01/2017 	 Y 	 O 	 2016-12-30 00:00:00
28056896 	 PMC5217229 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28056898 	 PMC5217224 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28056960 	 PMC5216524 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28056847 	 PMC5217339 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28056797 	 PMC5217431 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28057056 	 PMC5217592 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28056868 	 PMC5217536 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28056926 	 PMC5216576 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28056994 	 PMC5217302 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28056819 	 PMC5217261 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28056820 	 PMC5217604 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28056935 	 PMC5217429 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28057005 	 PMC5217297 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28056832 	 PMC5216556 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28056885 	 PMC5217581 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28056952 	 PMC5217642 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28052772 	 PMC5209876 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-04 00:00:00
28053665 	 PMC5209896 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28053923 	 PMC5207098 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-01 00:00:00
28033268 	 PMC5207564 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-01 00:00:00
28033307 	 PMC5218388 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-29 00:00:00
28033433 	 PMC5215291 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-01 00:00:00
28042105 	 PMC5270409 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-27 00:00:00
28054959 	 PMC5297720 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-04 00:00:00
28054972 	 PMC5295078 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-04 00:00:00
28054662 	 PMC5215393 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28167928 	 PMC5256065 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-24 00:00:00
28167895 	 PMC5286845 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-01 00:00:00
28167999 	 PMC5259665 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-10 00:00:00
28056712 	 PMC5315199 	 2017 	 01/02/2017 	 Y 	 O 	 2017-01-05 00:00:00
28056765 	 PMC5217214 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28057749 	 PMC5255910 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28055133 	 PMC5316925 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-01 00:00:00
28055223 	 PMC5312615 	 2017 	 01/02/2017 	 Y 	 O 	 2017-01-05 00:00:00
28054984 	 PMC5297718 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-04 00:00:00
28057914 	 PMC5216362 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-06 00:00:00
28057962 	 PMC5207327 	 2016 	 01/12/2016 	 Y 	 O 	 2016-05-12 00:00:00
28057941 	 PMC5216363 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-06 00:00:00
28167907 	 PMC5253350 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-23 00:00:00
28168017 	 PMC5288246 	 2017 	 01/02/2017 	 Y 	 O 	 2017-01-01 00:00:00
28055031 	 PMC5288599 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28053684 	 PMC5209463 	 2016 	 01/01/2016 	 Y 	 O 	 2016-07-20 00:00:00
28096738 	 PMC5234098 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-06 00:00:00
28096772 	 PMC5226105 	 2016 	 01/01/2016 	 Y 	 O 	 2016-09-23 00:00:00
28377795 	 PMC5362714 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-09 00:00:00
28367372 	 PMC5372841 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-28 00:00:00
28367251 	 PMC5357257 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-25 00:00:00
28367401 	 PMC5364923 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-01 00:00:00
28367420 	 PMC5241521 	 2017 	 01/04/2017 	 Y 	 O 	 2016-12-21 00:00:00
28367157 	 PMC5356040 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-17 00:00:00
28367437 	 PMC5355429 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-17 00:00:00
28373851 	 PMC5357629 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-20 00:00:00
28373745 	 PMC5328025 	 2017 	 01/04/2017 	 Y 	 O 	 2017-04-01 00:00:00
28392623 	 PMC5359780 	 2017 	 01/05/2017 	 Y 	 O 	 2016-05-04 00:00:00
28373889 	 PMC5360963 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-08 00:00:00
11092971 	 PMC5926282 	 2000 	 01/11/2000 	 Y 	 O 	 2000-11-01 00:00:00
11092970 	 PMC5926285 	 2000 	 01/11/2000 	 Y 	 O 	 2000-11-01 00:00:00
28386427 	 PMC5367301 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-15 00:00:00
28386309 	 PMC5366204 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-12 00:00:00
23792942 	 PMC3725200 	 2013 	 01/08/2013 	 Y 	 O 	 2013-06-23 00:00:00
24367148 	 PMC3859292 	 2007 	 01/12/2007 	 Y 	 O 	 2007-12-01 00:00:00
24765258 	 PMC3992358 	 2014 	 01/01/2014 	 Y 	 O 	 2014-04-14 00:00:00
28053311 	 PMC5215546 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28408893 	 PMC5374217 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-31 00:00:00
26962430 	 PMC4757856 	 2015 	 01/10/2015 	 Y 	 O 	 2015-08-19 00:00:00
26006185 	 PMC4479074 	 2015 	 01/05/2015 	 Y 	 O 	 2015-05-26 00:00:00
26953153 	 PMC4782166 	 2016 	 01/03/2016 	 Y 	 O 	 2016-03-08 00:00:00
26966716 	 PMC4783522 	 2015 	 01/09/2015 	 Y 	 O 	 2015-07-23 00:00:00
26003789 	 PMC4636534 	 2015 	 01/12/2015 	 Y 	 O 	 2015-05-24 00:00:00
25992146 	 PMC4392508 	 2015 	 01/01/2015 	 Y 	 O 	 2014-09-03 00:00:00
26006063 	 PMC4671238 	 2015 	 01/12/2015 	 Y 	 O 	 2015-05-22 00:00:00
38575138 	 PMC10994693 	 2024 	 01/04/2024 	 Y 	 O 	 2024-04-01 00:00:00
38575150 	 PMC10994714 	 2024 	 01/04/2024 	 Y 	 O 	 2024-04-01 00:00:00
26964860 	 PMC4785664 	 2016 	 01/03/2016 	 Y 	 O 	 2016-03-10 00:00:00
26017741 	 PMC4712234 	 2016 	 01/02/2016 	 Y 	 O 	 2015-05-28 00:00:00
26949316 	 PMC4762959 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-01 00:00:00
26949420 	 PMC4779236 	 2016 	 01/01/2016 	 Y 	 O 	 2016-03-04 00:00:00
26973964 	 PMC4768536 	 2015 	 01/09/2015 	 Y 	 O 	 2015-09-01 00:00:00
26977444 	 PMC4781999 	 2016 	 01/06/2016 	 Y 	 O 	 2016-02-26 00:00:00
26973360 	 PMC4784725 	 2016 	 01/01/2016 	 Y 	 O 	 2016-01-01 00:00:00
26949416 	 PMC4778335 	 2016 	 01/01/2016 	 Y 	 O 	 2016-03-03 00:00:00
26949485 	 PMC4769887 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-23 00:00:00
26944402 	 PMC4779262 	 2016 	 01/03/2016 	 Y 	 O 	 2016-03-04 00:00:00
26983174 	 PMC4748541 	 2016 	 01/02/2016 	 Y 	 O 	 2016-02-01 00:00:00
26019310 	 PMC4725109 	 2015 	 01/08/2015 	 Y 	 O 	 2015-05-27 00:00:00
26019180 	 PMC4605287 	 2015 	 01/10/2015 	 Y 	 O 	 2015-05-27 00:00:00
25999804 	 PMC4431507 	 2015 	 01/05/2015 	 Y 	 O 	 2015-04-02 00:00:00
27214750 	 PMC5121089 	 2016 	 01/10/2016 	 Y 	 O 	 2016-06-14 00:00:00
27182366 	 PMC4738917 	 2011 	 01/01/2011 	 Y 	 O 	 2011-10-15 00:00:00
28091620 	 PMC5238508 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-16 00:00:00
28091545 	 PMC5238374 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-16 00:00:00
28091572 	 PMC5238510 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-16 00:00:00
28028406 	 PMC5175514 	 2016 	 01/12/2016 	 Y 	 O 	 2016-11-22 00:00:00
9600126 	 PMC5921804 	 1998 	 01/03/1998 	 Y 	 O 	 1998-03-01 00:00:00
28051163 	 PMC5209693 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-04 00:00:00
28051177 	 PMC5209661 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-04 00:00:00
28029095 	 PMC5283832 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-28 00:00:00
28090561 	 PMC5042371 	 2016 	 01/05/2016 	 Y 	 O 	 2016-03-12 00:00:00
28090151 	 PMC5206441 	 2016 	 01/01/2016 	 Y 	 O 	 2016-12-20 00:00:00
28028995 	 PMC5204003 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-01 00:00:00
28025509 	 PMC5371760 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-22 00:00:00
28032946 	 PMC5321807 	 2017 	 01/02/2017 	 Y 	 O 	 2016-12-29 00:00:00
28032678 	 PMC5324690 	 2017 	 01/02/2017 	 Y 	 O 	 2017-01-25 00:00:00
28042458 	 PMC5201212 	 2015 	 01/10/2015 	 Y 	 O 	 2015-07-10 00:00:00
28045074 	 PMC5206651 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28045082 	 PMC5206667 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28045118 	 PMC5206713 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28045435 	 PMC5295063 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28270102 	 PMC5341166 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-07 00:00:00
28270128 	 PMC5341470 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-07 00:00:00
28270207 	 PMC5341441 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-08 00:00:00
28259156 	 PMC5336677 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-04 00:00:00
28174435 	 PMC5276744 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-27 00:00:00
28050185 	 PMC5206327 	 2016 	 01/10/2016 	 Y 	 O 	 2016-10-01 00:00:00
28049998 	 PMC5313423 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28035973 	 PMC5308239 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-26 00:00:00
28036067 	 PMC5374408 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-29 00:00:00
28036075 	 PMC5295279 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-29 00:00:00
28173771 	 PMC5295213 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-07 00:00:00
28173792 	 PMC5297021 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-07 00:00:00
28173794 	 PMC5297048 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-07 00:00:00
28173685 	 PMC5327682 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28049515 	 PMC5209877 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-04 00:00:00
28049490 	 PMC5209880 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28030814 	 PMC5352399 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28049413 	 PMC5209828 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28049239 	 PMC5219994 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-01 00:00:00
28173808 	 PMC5297069 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-07 00:00:00
28039508 	 PMC5243887 	 2017 	 01/02/2017 	 Y 	 O 	 2016-12-30 00:00:00
28035765 	 PMC5269699 	 2017 	 01/01/2017 	 Y 	 O 	 2016-12-30 00:00:00
28038674 	 PMC5203713 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-30 00:00:00
28052774 	 PMC5215202 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28053702 	 PMC5209953 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-03 00:00:00
28053615 	 PMC5206228 	 2016 	 01/12/2016 	 Y 	 O 	 2016-12-23 00:00:00
28054589 	 PMC5215295 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28054659 	 PMC5215668 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28168033 	 PMC5288252 	 2017 	 01/02/2017 	 Y 	 O 	 2017-01-15 00:00:00
28167969 	 PMC5266811 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-12 00:00:00
28168089 	 PMC5223395 	 2016 	 01/01/2016 	 Y 	 O 	 2016-11-28 00:00:00
28167891 	 PMC5291401 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-01 00:00:00
27177743 	 PMC5241335 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-01 00:00:00
28057046 	 PMC5217326 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28057003 	 PMC5217576 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28056877 	 PMC5216531 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-06 00:00:00
28056888 	 PMC5217632 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28055098 	 PMC5225997 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-01 00:00:00
28051874 	 PMC5248536 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-04 00:00:00
28052018 	 PMC5362538 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-01 00:00:00
28058651 	 PMC5216005 	 2017 	 01/12/2017 	 Y 	 O 	 2017-01-06 00:00:00
28058655 	 PMC5216012 	 2017 	 01/12/2017 	 Y 	 O 	 2017-01-06 00:00:00
28053271 	 PMC5340910 	 2017 	 01/04/2017 	 Y 	 O 	 2017-01-04 00:00:00
28058252 	 PMC5178837 	 2016 	 01/09/2016 	 Y 	 O 	 2016-09-01 00:00:00
28058249 	 PMC5178841 	 2016 	 01/09/2016 	 Y 	 O 	 2016-09-01 00:00:00
28058397 	 PMC5206460 	 2016 	 01/01/2016 	 Y 	 O 	 2016-11-16 00:00:00
28054550 	 PMC5215077 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28055824 	 PMC5213710 	 2017 	 01/01/2017 	 Y 	 O 	 2017-01-05 00:00:00
28861543 	 PMC5367482 	 2017 	 01/01/2017 	 Y 	 O 	 2017-02-01 00:00:00
28413846 	 PMC5267585 	 2017 	 01/12/2017 	 Y 	 O 	 2017-01-25 00:00:00
29652913 	 PMC5898723 	 2018 	 01/01/2018 	 Y 	 O 	 2018-04-13 00:00:00
28431021 	 PMC5850846 	 2017 	 01/08/2017 	 Y 	 O 	 2017-08-01 00:00:00
29644242 	 PMC5887604 	 2018 	 01/01/2018 	 Y 	 O 	 2018-01-01 00:00:00
29643386 	 PMC5895796 	 2018 	 01/04/2018 	 Y 	 O 	 2018-04-11 00:00:00
29649127 	 PMC5924549 	 2018 	 01/04/2018 	 Y 	 O 	 2018-04-12 00:00:00
29670057 	 PMC5923835 	 2018 	 01/04/2018 	 Y 	 O 	 2018-04-18 00:00:00
28400772 	 PMC5372786 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-29 00:00:00
28400773 	 PMC5368885 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-28 00:00:00
28400987 	 PMC5362180 	 2017 	 01/04/2017 	 Y 	 O 	 2017-04-01 00:00:00
28400737 	 PMC5368282 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-28 00:00:00
29671760 	 PMC5923421 	 2018 	 01/04/2018 	 Y 	 O 	 2018-04-19 00:00:00
28400662 	 PMC5361467 	 2017 	 01/03/2017 	 Y 	 O 	 2017-03-01 00:00:00
29665809 	 PMC5905153 	 2018 	 01/04/2018 	 Y 	 O 	 2018-04-17 00:00:00
29650948 	 PMC5897543 	 2018 	 01/04/2018 	 Y 	 O 	 2018-04-12 00:00:00
29669600 	 PMC5907417 	 2018 	 01/04/2018 	 Y 	 O 	 2018-04-18 00:00:00
28424610 	 PMC5371674 	 2017 	 01/01/2017 	 Y 	 O 	 2017-03-30 00:00:00
28428667 	 PMC5364797 	 2017 	 01/02/2017 	 Y 	 O 	 2017-02-05 00:00:00
29672553 	 PMC5908082 	 2018 	 01/01/2018 	 Y 	 O 	 2018-04-19 00:00:00
29677187 	 PMC5909901 	 2018 	 01/04/2018 	 Y 	 O 	 2018-04-20 00:00:00
29642175 	 PMC5908627 	 2018 	 01/04/2018 	 Y 	 O 	 2018-04-01 00:00:00
29661209 	 PMC5902872 	 2018 	 01/04/2018 	 Y 	 O 	 2018-04-16 00:00:00
29364252 	 PMC5908407 	 2017 	 01/12/2017 	 Y 	 O 	 2017-12-31 00:00:00
29352464 	 PMC5924839 	 2018 	 01/05/2018 	 Y 	 O 	 2018-02-21 00:00:00
29340526 	 PMC5769760 	 2018 	 01/01/2018 	 Y 	 O 	 2018-01-11 00:00:00
38413836 	 PMC10987667 	 2024 	 01/04/2024 	 Y 	 O 	 2024-02-27 00:00:00
38403749 	 PMC10995032 	 2024 	 01/05/2024 	 Y 	 O 	 2024-02-25 00:00:00
38414426 	 PMC10990022 	 2024 	 01/05/2024 	 Y 	 O 	 2024-02-27 00:00:00
38402858 	 PMC10997244 	 2024 	 01/01/2024 	 Y 	 O 	 2024-02-23 00:00:00
38393605 	 PMC10994992 	 2024 	 01/03/2024 	 Y 	 O 	 2024-02-23 00:00:00
38417418 	 PMC10994591 	 2024 	 01/01/2024 	 Y 	 O 	 2024-02-28 00:00:00
38418713 	 PMC10997732 	 2024 	 01/04/2024 	 Y 	 O 	 2024-02-28 00:00:00
38388711 	 PMC10997519 	 2024 	 01/04/2024 	 Y 	 O 	 2024-02-22 00:00:00
